               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  62,            0.037133,            0.038784,           0.0052508,             0.42253,             0.46381,             0.41217,             0.22319,            0.040526,            0.031114,           0.0074656,            0.003961,            0.003961,            0.003961
                  63,            0.037176,             0.04065,           0.0049128,             0.43271,             0.47967,             0.41959,              0.2271,            0.040528,            0.030947,           0.0071185,            0.003862,            0.003862,            0.003862
                  64,            0.037033,            0.038702,           0.0051969,             0.44941,             0.47999,             0.45284,             0.22793,            0.041403,            0.031602,           0.0071694,            0.003763,            0.003763,            0.003763
                  65,            0.036273,            0.039704,           0.0048434,             0.43113,              0.4534,             0.39989,             0.21133,            0.041444,            0.031057,           0.0074553,            0.003664,            0.003664,            0.003664
                  66,            0.036389,             0.03889,           0.0047525,             0.42785,             0.44467,             0.42323,             0.22729,            0.041449,            0.030949,           0.0078448,            0.003565,            0.003565,            0.003565
                  67,            0.036688,            0.038631,           0.0050449,             0.41531,             0.45803,             0.40363,             0.21697,            0.041277,            0.031107,           0.0070627,            0.003466,            0.003466,            0.003466
                  68,            0.036675,            0.038947,           0.0050168,             0.54102,             0.49372,             0.45452,             0.22734,            0.041463,             0.03131,            0.007004,            0.003367,            0.003367,            0.003367
                  69,            0.036483,            0.040575,           0.0051131,             0.44062,             0.44038,             0.41321,             0.22615,            0.041594,            0.031264,           0.0067649,            0.003268,            0.003268,            0.003268
                  70,            0.035861,            0.038942,           0.0050393,             0.39318,              0.4783,               0.414,             0.22219,            0.041285,            0.031966,           0.0068252,            0.003169,            0.003169,            0.003169
                  71,            0.036478,            0.038852,           0.0051674,             0.42308,             0.45837,             0.40196,             0.21719,            0.041368,            0.031828,           0.0070044,             0.00307,             0.00307,             0.00307
                  72,            0.035269,            0.038189,            0.004352,             0.45522,              0.4338,             0.40765,             0.22324,            0.041157,            0.031224,           0.0071868,            0.002971,            0.002971,            0.002971
                  73,            0.036182,            0.038658,           0.0052282,             0.44397,             0.43877,             0.41171,             0.22465,            0.042202,            0.031709,           0.0067614,            0.002872,            0.002872,            0.002872
                  74,             0.03596,            0.038334,           0.0047335,             0.43037,             0.44649,             0.42932,             0.22525,             0.04084,            0.031402,           0.0070885,            0.002773,            0.002773,            0.002773
                  75,            0.035408,            0.039215,           0.0048714,             0.43058,             0.44542,             0.40834,             0.22202,            0.041608,            0.032077,           0.0069299,            0.002674,            0.002674,            0.002674
                  76,            0.035192,            0.038325,           0.0046151,              0.4297,             0.42955,             0.43485,             0.23387,            0.041111,            0.031534,           0.0071109,            0.002575,            0.002575,            0.002575
                  77,            0.035046,            0.038295,           0.0047724,             0.44482,              0.4108,             0.40729,             0.23081,            0.041671,            0.032556,           0.0071441,            0.002476,            0.002476,            0.002476
                  78,            0.034466,            0.037611,           0.0046938,             0.42445,             0.47222,             0.41428,             0.23151,            0.041401,            0.032125,           0.0069565,            0.002377,            0.002377,            0.002377
                  79,            0.034423,            0.038097,           0.0044151,             0.44052,             0.46026,             0.42831,             0.24309,            0.041502,            0.032479,           0.0074295,            0.002278,            0.002278,            0.002278
                  80,            0.034767,            0.037831,            0.004489,             0.43126,             0.46725,             0.42274,             0.23843,            0.041072,            0.032103,           0.0069892,            0.002179,            0.002179,            0.002179
                  81,            0.034229,            0.037811,           0.0041802,             0.41569,             0.48872,             0.42462,             0.23694,            0.041571,            0.032484,           0.0070675,             0.00208,             0.00208,             0.00208
                  82,            0.034307,             0.03753,           0.0046419,             0.43804,              0.4675,             0.41668,             0.23009,            0.040998,            0.032105,           0.0069844,            0.001981,            0.001981,            0.001981
                  83,            0.034408,            0.036759,           0.0042793,             0.43542,             0.48329,             0.43312,             0.23041,            0.041145,            0.032065,           0.0069128,            0.001882,            0.001882,            0.001882
                  84,            0.034355,            0.037582,           0.0037754,             0.42287,             0.48662,             0.43551,             0.23578,             0.04115,            0.032389,           0.0072262,            0.001783,            0.001783,            0.001783
                  85,            0.033677,             0.03617,           0.0041945,             0.43997,             0.48553,             0.44215,              0.2366,             0.04128,            0.032507,           0.0074793,            0.001684,            0.001684,            0.001684
                  86,            0.034317,            0.037601,           0.0042863,             0.42118,             0.48096,             0.43282,             0.23418,            0.041443,            0.032421,           0.0074652,            0.001585,            0.001585,            0.001585
                  87,            0.033517,            0.037191,           0.0040532,             0.42525,             0.49658,             0.41995,             0.23079,            0.041503,            0.032756,           0.0077017,            0.001486,            0.001486,            0.001486
                  88,            0.033779,             0.03626,           0.0041578,             0.42977,             0.49186,             0.41847,             0.23604,            0.041177,            0.032635,           0.0072608,            0.001387,            0.001387,            0.001387
                  89,            0.034037,             0.03673,           0.0045494,             0.45938,             0.47628,              0.4311,             0.24619,            0.041259,            0.032694,           0.0075177,            0.001288,            0.001288,            0.001288
                  90,            0.034027,            0.037908,           0.0042487,             0.43379,             0.49693,             0.43194,             0.24106,            0.041772,             0.03263,           0.0074363,            0.001189,            0.001189,            0.001189
                  91,            0.033206,            0.035614,           0.0035881,             0.44442,             0.49034,             0.43086,             0.24066,            0.041544,            0.032788,           0.0077806,             0.00109,             0.00109,             0.00109
                  92,            0.033425,            0.037352,            0.004064,             0.45241,             0.47119,             0.42814,             0.24172,            0.041613,            0.032358,           0.0075212,            0.000991,            0.000991,            0.000991
                  93,            0.033169,            0.036246,           0.0039837,             0.45358,             0.46143,             0.41497,             0.22894,            0.041335,            0.032664,           0.0075154,            0.000892,            0.000892,            0.000892
                  94,            0.032918,            0.036713,            0.004158,             0.44807,             0.48175,             0.41789,             0.23806,             0.04123,            0.032425,           0.0075356,            0.000793,            0.000793,            0.000793
                  95,            0.033047,            0.036532,           0.0039962,             0.44333,             0.48541,             0.41272,             0.22966,            0.041014,            0.032666,           0.0074411,            0.000694,            0.000694,            0.000694
                  96,            0.032744,             0.03553,           0.0041005,             0.44852,             0.45289,             0.41468,             0.23502,             0.04126,             0.03263,           0.0075239,            0.000595,            0.000595,            0.000595
                  97,            0.032637,            0.035584,           0.0039804,             0.43197,             0.47446,             0.40653,             0.22412,            0.041155,            0.032856,           0.0074346,            0.000496,            0.000496,            0.000496
                  98,            0.032575,            0.034238,           0.0037343,             0.46438,             0.45338,             0.41832,             0.23056,            0.041122,            0.032661,           0.0074464,            0.000397,            0.000397,            0.000397
                  99,            0.032246,            0.035648,           0.0038897,             0.46109,             0.44765,             0.43258,             0.23543,            0.040933,            0.032882,           0.0075504,            0.000298,            0.000298,            0.000298
